Ext_ID,Factors,Severity_Score,LID
EXT-L7537,Normal,4,L7537
EXT-L7538,Normal,2,L7538
EXT-L7539,Weather,12,L7539
EXT-L7540,Normal,10,L7540
EXT-L7541,Normal,9,L7541
EXT-L7542,Normal,12,L7542
EXT-L7543,Weather,11,L7543
EXT-L7544,Normal,15,L7544
EXT-L7545,Weather,12,L7545
EXT-L7546,Normal,2,L7546
EXT-L7547,Weather,5,L7547
EXT-L7548,Normal,3,L7548
EXT-L7549,Normal,9,L7549
EXT-L7550,Normal,8,L7550
EXT-L7551,Normal,3,L7551
EXT-L7552,Weather,20,L7552
EXT-L7553,Normal,4,L7553
EXT-L7554,Normal,4,L7554
EXT-L7555,Normal,12,L7555
EXT-L7556,Normal,21,L7556
EXT-L7557,Normal,15,L7557
EXT-L7558,Weather,22,L7558
EXT-L7559,Weather,8,L7559
EXT-L7560,Normal,12,L7560
EXT-L7561,Weather,9,L7561
EXT-L7562,Normal,3,L7562
EXT-L7563,Normal,26,L7563
EXT-L7564,Normal,10,L7564
EXT-L7565,Normal,2,L7565
EXT-L7566,Weather,11,L7566
EXT-L7567,Normal,7,L7567
EXT-L7568,Weather,10,L7568
EXT-L7569,Normal,11,L7569
EXT-L7570,Normal,12,L7570
EXT-L7571,Weather,14,L7571
EXT-L7572,Weather,8,L7572
EXT-L7573,Normal,19,L7573
EXT-L7574,Normal,5,L7574
EXT-L7575,Weather,14,L7575
EXT-L7576,Normal,9,L7576
EXT-L7577,Weather,12,L7577
EXT-L7578,Weather,21,L7578
EXT-L7579,Weather,17,L7579
EXT-L7580,Normal,8,L7580
EXT-L7581,Normal,2,L7581
EXT-L7582,Weather,6,L7582
EXT-L7583,Normal,14,L7583
EXT-L7584,Normal,6,L7584
EXT-L7585,Weather,12,L7585
EXT-L7586,Normal,8,L7586
EXT-L7587,Normal,8,L7587
EXT-L7588,Normal,9,L7588
EXT-L7589,Normal,4,L7589
EXT-L7590,Weather,7,L7590
EXT-L7591,Normal,12,L7591
EXT-L7592,Normal,14,L7592
EXT-L7593,Weather,9,L7593
EXT-L7594,Weather,9,L7594
EXT-L7595,Normal,9,L7595
EXT-L7596,Normal,21,L7596
EXT-L7597,Normal,17,L7597
EXT-L7598,Normal,5,L7598
EXT-L7599,Weather,12,L7599
EXT-L7600,Normal,6,L7600
EXT-L7601,Normal,6,L7601
EXT-L7602,Normal,13,L7602
EXT-L7603,Normal,1,L7603
EXT-L7604,Normal,9,L7604
EXT-L7605,Weather,6,L7605
EXT-L7606,Normal,9,L7606
EXT-L7607,Normal,19,L7607
EXT-L7608,Normal,2,L7608
EXT-L7609,Normal,5,L7609
EXT-L7610,Normal,8,L7610
EXT-L7611,Normal,7,L7611
EXT-L7612,Normal,12,L7612
EXT-L7613,Normal,2,L7613
EXT-L7614,Normal,8,L7614
EXT-L7615,Weather,8,L7615
EXT-L7616,Normal,11,L7616
EXT-L7617,Weather,27,L7617
EXT-L7618,Weather,3,L7618
EXT-L7619,Normal,6,L7619
EXT-L7620,Normal,10,L7620
EXT-L7621,Normal,3,L7621
EXT-L7622,Normal,17,L7622
EXT-L7623,Normal,11,L7623
EXT-L7624,Weather,13,L7624
EXT-L7625,Normal,14,L7625
EXT-L7626,Normal,6,L7626
EXT-L7627,Normal,2,L7627
EXT-L7628,Normal,2,L7628
EXT-L7629,Normal,5,L7629
EXT-L7630,Normal,12,L7630
EXT-L7631,Normal,15,L7631
EXT-L7632,Normal,5,L7632
EXT-L7633,Normal,1,L7633
EXT-L7634,Weather,11,L7634
EXT-L7635,Normal,15,L7635
EXT-L7636,Normal,2,L7636
EXT-L7637,Normal,2,L7637
EXT-L7638,Normal,20,L7638
EXT-L7639,Normal,4,L7639
EXT-L7640,Normal,16,L7640
EXT-L7641,Normal,8,L7641
EXT-L7642,Normal,4,L7642
EXT-L7643,Weather,18,L7643
EXT-L7644,Normal,15,L7644
EXT-L7645,Normal,14,L7645
EXT-L7646,Weather,23,L7646
EXT-L7647,Normal,9,L7647
EXT-L7648,Normal,8,L7648
EXT-L7649,Weather,11,L7649
EXT-L7650,Normal,13,L7650
EXT-L7651,Weather,10,L7651
EXT-L7652,Normal,13,L7652
EXT-L7653,Weather,9,L7653
EXT-L7654,Weather,14,L7654
EXT-L7655,Weather,7,L7655
EXT-L7656,Normal,6,L7656
EXT-L7657,Normal,10,L7657
EXT-L7658,Normal,16,L7658
EXT-L7659,Normal,9,L7659
EXT-L7660,Normal,13,L7660
EXT-L7661,Normal,9,L7661
EXT-L7662,Normal,7,L7662
EXT-L7663,Normal,8,L7663
EXT-L7664,Normal,7,L7664
EXT-L7665,Normal,16,L7665
EXT-L7666,Normal,6,L7666
EXT-L7667,Weather,4,L7667
EXT-L7668,Normal,6,L7668
EXT-L7669,Weather,4,L7669
EXT-L7670,Normal,4,L7670
EXT-L7671,Normal,7,L7671
EXT-L7672,Normal,11,L7672
EXT-L7673,Normal,18,L7673
EXT-L7674,Normal,9,L7674
EXT-L7675,Normal,8,L7675
EXT-L7676,Normal,16,L7676
EXT-L7677,Normal,17,L7677
EXT-L7678,Normal,7,L7678
EXT-L7679,Normal,16,L7679
EXT-L7680,Normal,8,L7680
EXT-L7681,Weather,9,L7681
EXT-L7682,Normal,5,L7682
EXT-L7683,Normal,1,L7683
EXT-L7684,Weather,12,L7684
EXT-L7685,Normal,5,L7685
EXT-L7686,Weather,2,L7686
EXT-L7687,Normal,16,L7687
EXT-L7688,Weather,5,L7688
EXT-L7689,Normal,17,L7689
EXT-L7690,Normal,2,L7690
EXT-L7691,Normal,11,L7691
EXT-L7692,Normal,22,L7692
EXT-L7693,Normal,9,L7693
EXT-L7694,Normal,17,L7694
EXT-L7695,Normal,17,L7695
EXT-L7696,Normal,14,L7696
EXT-L7697,Normal,20,L7697
EXT-L7698,Weather,17,L7698
EXT-L7699,Normal,13,L7699
EXT-L7700,Normal,2,L7700
EXT-L7701,Weather,19,L7701
EXT-L7702,Normal,2,L7702
EXT-L7703,Normal,2,L7703
EXT-L7704,Normal,11,L7704
EXT-L7705,Normal,10,L7705
EXT-L7706,Normal,2,L7706
EXT-L7707,Normal,10,L7707
EXT-L7708,Normal,16,L7708
EXT-L7709,Normal,13,L7709
EXT-L7710,Weather,11,L7710
EXT-L7711,Weather,2,L7711
EXT-L7712,Normal,17,L7712
EXT-L7713,Normal,7,L7713
EXT-L7714,Normal,15,L7714
EXT-L7715,Weather,8,L7715
EXT-L7716,Normal,11,L7716
EXT-L7717,Weather,11,L7717
EXT-L7718,Normal,2,L7718
EXT-L7719,Normal,5,L7719
EXT-L7720,Normal,31,L7720
EXT-L7721,Normal,15,L7721
EXT-L7722,Normal,14,L7722
EXT-L7723,Weather,9,L7723
EXT-L7724,Normal,10,L7724
EXT-L7725,Normal,19,L7725
EXT-L7726,Weather,12,L7726
EXT-L7727,Normal,1,L7727
EXT-L7728,Normal,12,L7728
EXT-L7729,Weather,9,L7729
EXT-L7730,Normal,9,L7730
EXT-L7731,Weather,11,L7731
EXT-L7732,Weather,11,L7732
EXT-L7733,Weather,9,L7733
EXT-L7734,Normal,2,L7734
EXT-L7735,Normal,8,L7735
EXT-L7736,Normal,19,L7736
EXT-L7737,Normal,16,L7737
EXT-L7738,Normal,10,L7738
EXT-L7739,Weather,10,L7739
EXT-L7740,Normal,9,L7740
EXT-L7741,Normal,13,L7741
EXT-L7742,Normal,9,L7742
EXT-L7743,Normal,15,L7743
EXT-L7744,Normal,10,L7744
EXT-L7745,Normal,10,L7745
EXT-L7746,Normal,9,L7746
EXT-L7747,Normal,8,L7747
EXT-L7748,Normal,14,L7748
EXT-L7749,Normal,9,L7749
EXT-L7750,Weather,4,L7750
EXT-L7751,Weather,9,L7751
EXT-L7752,Normal,4,L7752
EXT-L7753,Normal,20,L7753
EXT-L7754,Normal,15,L7754
EXT-L7755,Normal,10,L7755
EXT-L7756,Weather,2,L7756
EXT-L7757,Normal,2,L7757
EXT-L7758,Normal,11,L7758
EXT-L7759,Weather,5,L7759
EXT-L7760,Weather,11,L7760
EXT-L7761,Normal,2,L7761
EXT-L7762,Normal,9,L7762
EXT-L7763,Normal,9,L7763
EXT-L7764,Weather,9,L7764
EXT-L7765,Normal,2,L7765
EXT-L7766,Normal,6,L7766
EXT-L7767,Normal,3,L7767
EXT-L7768,Normal,4,L7768
EXT-L7769,Normal,14,L7769
EXT-L7770,Normal,8,L7770
EXT-L7771,Normal,13,L7771
EXT-L7772,Normal,11,L7772
EXT-L7773,Normal,1,L7773
EXT-L7774,Weather,12,L7774
EXT-L7775,Normal,10,L7775
EXT-L7776,Normal,2,L7776
EXT-L7777,Normal,3,L7777
EXT-L7778,Weather,5,L7778
EXT-L7779,Normal,11,L7779
EXT-L7780,Normal,24,L7780
EXT-L7781,Normal,16,L7781
EXT-L7782,Normal,13,L7782
EXT-L7783,Normal,2,L7783
EXT-L7784,Normal,9,L7784
EXT-L7785,Normal,7,L7785
EXT-L7786,Normal,16,L7786
EXT-L7787,Normal,2,L7787
EXT-L7788,Normal,3,L7788
EXT-L7789,Normal,9,L7789
EXT-L7790,Normal,9,L7790
EXT-L7791,Normal,11,L7791
EXT-L7792,Normal,9,L7792
EXT-L7793,Weather,11,L7793
EXT-L7794,Weather,9,L7794
EXT-L7795,Weather,9,L7795
EXT-L7796,Normal,17,L7796
EXT-L7797,Weather,10,L7797
EXT-L7798,Normal,5,L7798
EXT-L7799,Normal,9,L7799
EXT-L7800,Weather,13,L7800
EXT-L7801,Normal,8,L7801
EXT-L7802,Normal,11,L7802
EXT-L7803,Normal,2,L7803
EXT-L7804,Normal,4,L7804
EXT-L7805,Normal,4,L7805
EXT-L7806,Normal,11,L7806
EXT-L7807,Normal,6,L7807
EXT-L7808,Normal,11,L7808
EXT-L7809,Normal,6,L7809
EXT-L7810,Normal,10,L7810
EXT-L7811,Normal,5,L7811
EXT-L7812,Normal,13,L7812
EXT-L7813,Weather,11,L7813
EXT-L7814,Weather,3,L7814
EXT-L7815,Normal,14,L7815
EXT-L7816,Weather,17,L7816
EXT-L7817,Normal,2,L7817
EXT-L7818,Normal,14,L7818
EXT-L7819,Normal,7,L7819
EXT-L7820,Weather,2,L7820
EXT-L7821,Normal,7,L7821
EXT-L7822,Normal,2,L7822
EXT-L7823,Normal,8,L7823
EXT-L7824,Weather,7,L7824
EXT-L7825,Weather,5,L7825
EXT-L7826,Normal,23,L7826
EXT-L7827,Normal,15,L7827
EXT-L7828,Weather,12,L7828
EXT-L7829,Normal,14,L7829
EXT-L7830,Normal,9,L7830
EXT-L7831,Normal,23,L7831
EXT-L7832,Normal,13,L7832
EXT-L7833,Weather,14,L7833
EXT-L7834,Normal,14,L7834
EXT-L7835,Normal,2,L7835
EXT-L7836,Normal,13,L7836
EXT-L7837,Normal,11,L7837
EXT-L7838,Weather,3,L7838
EXT-L7839,Normal,33,L7839
EXT-L7840,Normal,16,L7840
EXT-L7841,Normal,10,L7841
EXT-L7842,Weather,2,L7842
EXT-L7843,Normal,14,L7843
EXT-L7844,Normal,11,L7844
EXT-L7845,Weather,12,L7845
EXT-L7846,Weather,12,L7846
EXT-L7847,Weather,4,L7847
EXT-L7848,Normal,9,L7848
EXT-L7849,Weather,6,L7849
EXT-L7850,Normal,2,L7850
EXT-L7851,Weather,14,L7851
EXT-L7852,Weather,12,L7852
EXT-L7853,Normal,10,L7853
EXT-L7854,Normal,3,L7854
EXT-L7855,Normal,11,L7855
EXT-L7856,Weather,14,L7856
EXT-L7857,Normal,20,L7857
EXT-L7858,Normal,15,L7858
EXT-L7859,Weather,19,L7859
EXT-L7860,Weather,14,L7860
EXT-L7861,Normal,13,L7861
EXT-L7862,Weather,9,L7862
EXT-L7863,Normal,7,L7863
EXT-L7864,Normal,13,L7864
EXT-L7865,Normal,8,L7865
EXT-L7866,Weather,10,L7866
EXT-L7867,Normal,18,L7867
EXT-L7868,Normal,6,L7868
EXT-L7869,Normal,10,L7869
EXT-L7870,Normal,6,L7870
EXT-L7871,Normal,12,L7871
EXT-L7872,Weather,7,L7872
EXT-L7873,Normal,9,L7873
EXT-L7874,Normal,10,L7874
EXT-L7875,Normal,7,L7875
EXT-L7876,Weather,8,L7876
EXT-L7877,Normal,5,L7877
EXT-L7878,Normal,6,L7878
EXT-L7879,Normal,4,L7879
EXT-L7880,Weather,7,L7880
EXT-L7881,Normal,20,L7881
EXT-L7882,Weather,11,L7882
EXT-L7883,Normal,23,L7883
EXT-L7884,Normal,8,L7884
EXT-L7885,Weather,19,L7885
EXT-L7886,Normal,12,L7886
EXT-L7887,Normal,10,L7887
EXT-L7888,Normal,15,L7888
EXT-L7889,Normal,11,L7889
EXT-L7890,Normal,7,L7890
EXT-L7891,Normal,13,L7891
EXT-L7892,Normal,1,L7892
EXT-L7893,Weather,7,L7893
EXT-L7894,Weather,20,L7894
EXT-L7895,Normal,2,L7895
EXT-L7896,Normal,19,L7896
EXT-L7897,Normal,2,L7897
EXT-L7898,Normal,9,L7898
EXT-L7899,Weather,18,L7899
EXT-L7900,Normal,6,L7900
EXT-L7901,Normal,18,L7901
EXT-L7902,Weather,1,L7902
EXT-L7903,Weather,17,L7903
EXT-L7904,Weather,6,L7904
EXT-L7905,Normal,3,L7905
EXT-L7906,Normal,4,L7906
EXT-L7907,Normal,8,L7907
EXT-L7908,Normal,18,L7908
EXT-L7909,Weather,7,L7909
EXT-L7910,Normal,4,L7910
EXT-L7911,Normal,8,L7911
EXT-L7912,Normal,2,L7912
EXT-L7913,Normal,15,L7913
EXT-L7914,Normal,10,L7914
EXT-L7915,Normal,26,L7915
EXT-L7916,Normal,15,L7916
EXT-L7917,Normal,19,L7917
EXT-L7918,Weather,9,L7918
EXT-L7919,Normal,8,L7919
EXT-L7920,Normal,2,L7920
EXT-L7921,Normal,18,L7921
EXT-L7922,Weather,10,L7922
EXT-L7923,Normal,9,L7923
EXT-L7924,Weather,16,L7924
EXT-L7925,Normal,20,L7925
EXT-L7926,Normal,1,L7926
EXT-L7927,Normal,2,L7927
EXT-L7928,Normal,8,L7928
EXT-L7929,Weather,7,L7929
EXT-L7930,Normal,10,L7930
EXT-L7931,Normal,9,L7931
EXT-L7932,Weather,9,L7932
EXT-L7933,Weather,10,L7933
EXT-L7934,Normal,3,L7934
EXT-L7935,Normal,10,L7935
EXT-L7936,Normal,5,L7936
EXT-L7937,Normal,10,L7937
EXT-L7938,Normal,9,L7938
EXT-L7939,Normal,9,L7939
EXT-L7940,Normal,5,L7940
EXT-L7941,Weather,8,L7941
EXT-L7942,Normal,14,L7942
EXT-L7943,Normal,17,L7943
EXT-L7944,Normal,3,L7944
EXT-L7945,Weather,3,L7945
EXT-L7946,Normal,2,L7946
EXT-L7947,Normal,11,L7947
EXT-L7948,Normal,8,L7948
EXT-L7949,Normal,10,L7949
EXT-L7950,Normal,7,L7950
EXT-L7951,Normal,6,L7951
EXT-L7952,Weather,9,L7952
EXT-L7953,Normal,10,L7953
EXT-L7954,Normal,18,L7954
EXT-L7955,Weather,6,L7955
EXT-L7956,Normal,5,L7956
EXT-L7957,Normal,10,L7957
EXT-L7958,Normal,9,L7958
EXT-L7959,Weather,11,L7959
EXT-L7960,Normal,9,L7960
EXT-L7961,Normal,5,L7961
EXT-L7962,Weather,12,L7962
EXT-L7963,Normal,4,L7963
EXT-L7964,Normal,16,L7964
EXT-L7965,Weather,2,L7965
EXT-L7966,Normal,13,L7966
EXT-L7967,Normal,11,L7967
EXT-L7968,Normal,11,L7968
EXT-L7969,Weather,6,L7969
EXT-L7970,Normal,3,L7970
EXT-L7971,Normal,13,L7971
EXT-L7972,Weather,6,L7972
EXT-L7973,Normal,2,L7973
EXT-L7974,Normal,2,L7974
EXT-L7975,Normal,2,L7975
EXT-L7976,Normal,10,L7976
EXT-L7977,Normal,2,L7977
EXT-L7978,Normal,2,L7978
EXT-L7979,Normal,10,L7979
EXT-L7980,Normal,2,L7980
EXT-L7981,Normal,3,L7981
EXT-L7982,Normal,26,L7982
EXT-L7983,Normal,2,L7983
EXT-L7984,Normal,15,L7984
EXT-L7985,Normal,10,L7985
EXT-L7986,Normal,2,L7986
EXT-L7987,Normal,7,L7987
EXT-L7988,Weather,14,L7988
EXT-L7989,Normal,12,L7989
EXT-L7990,Weather,8,L7990
EXT-L7991,Normal,4,L7991
EXT-L7992,Normal,21,L7992
EXT-L7993,Normal,2,L7993
EXT-L7994,Weather,12,L7994
EXT-L7995,Weather,15,L7995
EXT-L7996,Normal,7,L7996
EXT-L7997,Normal,5,L7997
EXT-L7998,Normal,11,L7998
EXT-L7999,Normal,7,L7999
EXT-L8000,Normal,7,L8000
EXT-L8001,Weather,27,L8001
EXT-L8002,Normal,2,L8002
EXT-L8003,Normal,14,L8003
EXT-L8004,Normal,10,L8004
EXT-L8005,Weather,8,L8005
EXT-L8006,Normal,25,L8006
EXT-L8007,Weather,6,L8007
EXT-L8008,Weather,7,L8008
EXT-L8009,Normal,6,L8009
EXT-L8010,Weather,7,L8010
EXT-L8011,Weather,5,L8011
EXT-L8012,Normal,5,L8012
EXT-L8013,Normal,5,L8013
EXT-L8014,Normal,10,L8014
EXT-L8015,Normal,1,L8015
EXT-L8016,Normal,16,L8016
EXT-L8017,Normal,5,L8017
EXT-L8018,Weather,13,L8018
EXT-L8019,Normal,14,L8019
EXT-L8020,Weather,4,L8020
EXT-L8021,Normal,5,L8021
EXT-L8022,Normal,19,L8022
EXT-L8023,Normal,12,L8023
EXT-L8024,Weather,16,L8024
EXT-L8025,Normal,18,L8025
EXT-L8026,Weather,11,L8026
EXT-L8027,Normal,10,L8027
EXT-L8028,Normal,11,L8028
EXT-L8029,Normal,2,L8029
EXT-L8030,Normal,4,L8030
EXT-L8031,Normal,8,L8031
EXT-L8032,Normal,2,L8032
EXT-L8033,Normal,5,L8033
EXT-L8034,Normal,14,L8034
EXT-L8035,Normal,17,L8035
EXT-L8036,Normal,6,L8036
EXT-L8037,Normal,2,L8037
EXT-L8038,Normal,1,L8038
EXT-L8039,Normal,11,L8039
EXT-L8040,Normal,10,L8040
EXT-L8041,Normal,6,L8041
EXT-L8042,Weather,11,L8042
EXT-L8043,Weather,6,L8043
EXT-L8044,Normal,18,L8044
EXT-L8045,Normal,6,L8045
EXT-L8046,Normal,3,L8046
EXT-L8047,Normal,14,L8047
EXT-L8048,Normal,1,L8048
EXT-L8049,Normal,8,L8049
EXT-L8050,Normal,14,L8050
EXT-L8051,Normal,22,L8051
EXT-L8052,Normal,2,L8052
EXT-L8053,Normal,2,L8053
EXT-L8054,Normal,15,L8054
EXT-L8055,Normal,7,L8055
EXT-L8056,Weather,18,L8056
EXT-L8057,Normal,4,L8057
EXT-L8058,Normal,2,L8058
EXT-L8059,Normal,14,L8059
EXT-L8060,Normal,12,L8060
EXT-L8061,Normal,16,L8061
EXT-L8062,Normal,9,L8062
EXT-L8063,Normal,5,L8063
EXT-L8064,Normal,3,L8064
EXT-L8065,Normal,2,L8065
EXT-L8066,Normal,3,L8066
EXT-L8067,Normal,13,L8067
EXT-L8068,Normal,14,L8068
EXT-L8069,Normal,9,L8069
EXT-L8070,Normal,5,L8070
EXT-L8071,Normal,17,L8071
EXT-L8072,Normal,11,L8072
EXT-L8073,Normal,4,L8073
EXT-L8074,Weather,10,L8074
EXT-L8075,Normal,8,L8075
EXT-L8076,Weather,13,L8076
EXT-L8077,Weather,16,L8077
EXT-L8078,Normal,18,L8078
EXT-L8079,Weather,23,L8079
EXT-L8080,Normal,8,L8080
EXT-L8081,Normal,2,L8081
EXT-L8082,Normal,10,L8082
EXT-L8083,Normal,12,L8083
EXT-L8084,Normal,18,L8084
EXT-L8085,Normal,14,L8085
EXT-L8086,Normal,19,L8086
EXT-L8087,Normal,4,L8087
EXT-L8088,Normal,9,L8088
EXT-L8089,Normal,13,L8089
EXT-L8090,Normal,7,L8090
EXT-L8091,Normal,1,L8091
EXT-L8092,Weather,14,L8092
EXT-L8093,Normal,2,L8093
EXT-L8094,Normal,2,L8094
EXT-L8095,Weather,7,L8095
EXT-L8096,Weather,8,L8096
EXT-L8097,Weather,9,L8097
EXT-L8098,Normal,12,L8098
EXT-L8099,Weather,7,L8099
EXT-L8100,Normal,10,L8100
EXT-L8101,Normal,14,L8101
EXT-L8102,Normal,8,L8102
EXT-L8103,Normal,8,L8103
EXT-L8104,Normal,37,L8104
EXT-L8105,Normal,1,L8105
EXT-L8106,Normal,10,L8106
EXT-L8107,Weather,7,L8107
EXT-L8108,Normal,12,L8108
EXT-L8109,Normal,6,L8109
EXT-L8110,Weather,16,L8110
EXT-L8111,Normal,5,L8111
EXT-L8112,Normal,3,L8112
EXT-L8113,Normal,12,L8113
EXT-L8114,Normal,15,L8114
EXT-L8115,Normal,10,L8115
EXT-L8116,Normal,8,L8116
EXT-L8117,Normal,10,L8117
EXT-L8118,Normal,4,L8118
EXT-L8119,Normal,11,L8119
EXT-L8120,Weather,5,L8120
EXT-L8121,Normal,8,L8121
EXT-L8122,Weather,10,L8122
EXT-L8123,Normal,6,L8123
EXT-L8124,Normal,8,L8124
EXT-L8125,Weather,8,L8125
EXT-L8126,Normal,13,L8126
EXT-L8127,Normal,11,L8127
EXT-L8128,Normal,2,L8128
EXT-L8129,Normal,3,L8129
EXT-L8130,Normal,10,L8130
EXT-L8131,Normal,26,L8131
EXT-L8132,Normal,22,L8132
EXT-L8133,Normal,9,L8133
EXT-L8134,Weather,10,L8134
EXT-L8135,Weather,6,L8135
EXT-L8136,Normal,11,L8136
EXT-L8137,Weather,11,L8137
EXT-L8138,Normal,2,L8138
EXT-L8139,Normal,11,L8139
EXT-L8140,Normal,6,L8140
EXT-L8141,Normal,3,L8141
EXT-L8142,Normal,8,L8142
EXT-L8143,Normal,10,L8143
EXT-L8144,Weather,2,L8144
EXT-L8145,Weather,25,L8145
EXT-L8146,Normal,6,L8146
EXT-L8147,Weather,2,L8147
EXT-L8148,Weather,10,L8148
EXT-L8149,Normal,7,L8149
EXT-L8150,Normal,21,L8150
EXT-L8151,Normal,8,L8151
EXT-L8152,Weather,16,L8152
EXT-L8153,Normal,25,L8153
EXT-L8154,Normal,14,L8154
EXT-L8155,Normal,7,L8155
EXT-L8156,Normal,15,L8156
EXT-L8157,Normal,10,L8157
EXT-L8158,Normal,5,L8158
EXT-L8159,Normal,11,L8159
EXT-L8160,Normal,2,L8160
EXT-L8161,Normal,2,L8161
EXT-L8162,Normal,5,L8162
EXT-L8163,Weather,11,L8163
EXT-L8164,Weather,14,L8164
EXT-L8165,Weather,10,L8165
EXT-L8166,Normal,15,L8166
EXT-L8167,Normal,12,L8167
EXT-L8168,Normal,8,L8168
EXT-L8169,Normal,9,L8169
EXT-L8170,Weather,5,L8170
EXT-L8171,Normal,10,L8171
EXT-L8172,Weather,9,L8172
EXT-L8173,Normal,17,L8173
EXT-L8174,Normal,14,L8174
EXT-L8175,Normal,9,L8175
EXT-L8176,Normal,9,L8176
EXT-L8177,Normal,6,L8177
EXT-L8178,Weather,8,L8178
EXT-L8179,Normal,13,L8179
EXT-L8180,Normal,11,L8180
EXT-L8181,Weather,9,L8181
EXT-L8182,Normal,16,L8182
EXT-L8183,Weather,16,L8183
EXT-L8184,Weather,8,L8184
EXT-L8185,Weather,13,L8185
EXT-L8186,Normal,8,L8186
EXT-L8187,Normal,12,L8187
EXT-L8188,Normal,7,L8188
EXT-L8189,Weather,24,L8189
EXT-L8190,Normal,10,L8190
EXT-L8191,Normal,2,L8191
EXT-L8192,Normal,9,L8192
EXT-L8193,Normal,6,L8193
EXT-L8194,Normal,6,L8194
EXT-L8195,Normal,10,L8195
EXT-L8196,Normal,2,L8196
EXT-L8197,Normal,7,L8197
EXT-L8198,Normal,2,L8198
EXT-L8199,Normal,23,L8199
EXT-L8200,Weather,9,L8200
EXT-L8201,Weather,7,L8201
EXT-L8202,Normal,18,L8202
EXT-L8203,Normal,8,L8203
EXT-L8204,Normal,13,L8204
EXT-L8205,Normal,4,L8205
EXT-L8206,Normal,23,L8206
EXT-L8207,Weather,8,L8207
EXT-L8208,Normal,2,L8208
EXT-L8209,Normal,9,L8209
EXT-L8210,Normal,13,L8210
EXT-L8211,Normal,13,L8211
EXT-L8212,Normal,10,L8212
EXT-L8213,Normal,11,L8213
EXT-L8214,Weather,10,L8214
EXT-L8215,Normal,22,L8215
EXT-L8216,Normal,5,L8216
EXT-L8217,Weather,9,L8217
EXT-L8218,Normal,5,L8218
EXT-L8219,Normal,12,L8219
EXT-L8220,Normal,13,L8220
EXT-L8221,Normal,9,L8221
EXT-L8222,Normal,2,L8222
EXT-L8223,Normal,10,L8223
EXT-L8224,Normal,8,L8224
EXT-L8225,Normal,12,L8225
EXT-L8226,Weather,14,L8226
EXT-L8227,Weather,29,L8227
EXT-L8228,Normal,10,L8228
EXT-L8229,Weather,13,L8229
EXT-L8230,Normal,14,L8230
EXT-L8231,Normal,16,L8231
EXT-L8232,Weather,12,L8232
EXT-L8233,Weather,7,L8233
EXT-L8234,Normal,18,L8234
EXT-L8235,Normal,7,L8235
EXT-L8236,Normal,10,L8236
EXT-L8237,Normal,6,L8237
EXT-L8238,Normal,3,L8238
EXT-L8239,Normal,5,L8239
EXT-L8240,Weather,9,L8240
EXT-L8241,Normal,18,L8241
EXT-L8242,Normal,10,L8242
EXT-L8243,Normal,2,L8243
EXT-L8244,Normal,7,L8244
EXT-L8245,Weather,19,L8245
EXT-L8246,Normal,2,L8246
EXT-L8247,Normal,11,L8247
EXT-L8248,Normal,8,L8248
EXT-L8249,Normal,13,L8249
EXT-L8250,Normal,7,L8250
EXT-L8251,Normal,12,L8251
EXT-L8252,Weather,7,L8252
EXT-L8253,Normal,15,L8253
EXT-L8254,Weather,13,L8254
EXT-L8255,Normal,1,L8255
EXT-L8256,Weather,14,L8256
EXT-L8257,Normal,16,L8257
EXT-L8258,Normal,24,L8258
EXT-L8259,Normal,22,L8259
EXT-L8260,Normal,12,L8260
EXT-L8261,Normal,10,L8261
EXT-L8262,Weather,11,L8262
EXT-L8263,Weather,11,L8263
EXT-L8264,Normal,2,L8264
EXT-L8265,Normal,5,L8265
EXT-L8266,Normal,12,L8266
EXT-L8267,Normal,2,L8267
EXT-L8268,Normal,16,L8268
EXT-L8269,Weather,6,L8269
EXT-L8270,Normal,7,L8270
EXT-L8271,Normal,6,L8271
EXT-L8272,Normal,15,L8272
EXT-L8273,Weather,12,L8273
EXT-L8274,Normal,4,L8274
EXT-L8275,Normal,15,L8275
EXT-L8276,Normal,8,L8276
EXT-L8277,Normal,11,L8277
EXT-L8278,Normal,16,L8278
EXT-L8279,Weather,11,L8279
EXT-L8280,Normal,5,L8280
EXT-L8281,Weather,5,L8281
EXT-L8282,Normal,9,L8282
EXT-L8283,Normal,7,L8283
EXT-L8284,Normal,5,L8284
EXT-L8285,Normal,1,L8285
EXT-L8286,Normal,25,L8286
EXT-L8287,Normal,2,L8287
EXT-L8288,Normal,21,L8288
EXT-L8289,Normal,8,L8289
EXT-L8290,Weather,11,L8290
EXT-L8291,Normal,6,L8291
EXT-L8292,Weather,7,L8292
EXT-L8293,Normal,9,L8293
EXT-L8294,Weather,13,L8294
EXT-L8295,Normal,10,L8295
EXT-L8296,Weather,6,L8296
EXT-L8297,Normal,5,L8297
EXT-L8298,Normal,5,L8298
EXT-L8299,Normal,7,L8299
EXT-L8300,Normal,11,L8300
EXT-L8301,Weather,9,L8301
EXT-L8302,Weather,16,L8302
EXT-L8303,Normal,2,L8303
EXT-L8304,Normal,3,L8304
EXT-L8305,Normal,1,L8305
EXT-L8306,Normal,22,L8306
EXT-L8307,Normal,10,L8307
EXT-L8308,Normal,8,L8308
EXT-L8309,Normal,2,L8309
EXT-L8310,Normal,9,L8310
EXT-L8311,Normal,2,L8311
EXT-L8312,Weather,4,L8312
